label,review,translated_review,words-chinese,words-english
0,我一年中国上上下下跑好多次 这个酒店是我住过性价比最差的酒店 1 服务态度恶差 也许我去的时候他们太忙 和他们说话都懒得鸟你 2 房间恶差 我住的房间补补贴 中国八十年代的建筑我不介意 可你用白漆涂涂吧 我房间墙是二个颜色 顶是三个颜色 当然 不是配色 而是补补贴贴的东西 3 电视 居然是使用天线  没错 你没看错 他们还没有有线电视 更别指望卫星电视 4 房间恶脏 卫生间的马桶和台盆希里哗啦 地板边上都长霉 房间墙角上都是莫名 液体 5 地点太远 展馆边上也还要打的 6 早餐 别提了 7 对了 二楼门口是铁板 走起来晃晃悠悠 满廊桥的 同志们 如果你是去展会 还是住锦江之星或别的 反正都要打的 酒店老板 对不起 你实在太差了 对了 我的房间号是207 ,I ran up and down many times a year  This hotel is the most cost  effective hotel 1  The service attitude is bad  Maybe when I go  they are too busy  and they are too lazy to talk to them 2  The room is bad  the room I live in the room is subsidized  I don t mind the building in China in the 1980s  but you can paint it with white paint My room wall is two colors  and the top is three colors Of course  it is not a color matching  but a piece of replenishment 3  TV  actually using antenna    Yes  you are not right  they have not yet cable TV  let alone expect satellite TV 4  The room is dirty  the toilet and the basin of the bathroom are rushing  and the floor is moldy The corner of the room is inexplicable  liquid  5  the location is too far  and it is still to be played by the exhibition hall 6  Breakfast  don t mention it 7  By the way  at the door of the second floor is iron plate Comrades  if you go to the exhibition  or live in Jinjiang Star or anything else  you have to play anyway Hotel owner  sorry  you are too bad  yes  my room number is 207 ,"['我', '一年', '中国', '上上下下', '跑', '好', '多次', '这个', '酒店', '是', '我', '住', '过', '性价比', '最差', '的', '酒店', '服务态度', '恶差', '也许', '我', '去', '的', '时候', '他们', '太忙', '和', '他们', '说话', '都', '懒得', '鸟', '你', '房间', '恶差', '我', '住', '的', '房间', '补', '补贴', '中国', '八十年代', '的', '建筑', '我', '不介意', '可', '你', '用', '白漆', '涂涂', '吧', '我', '房间', '墙', '是', '二个', '颜色', '顶', '是', '三个', '颜色', '当然', '不是', '配色', '而是', '补', '补贴', '贴', '的', '东西', '电视', '居然', '是', '使用', '天线', '没错', '你', '没', '看错', '他们', '还', '没有', '有线电视', '更别', '指望', '卫星电视', '房间', '恶脏', '卫生间', '的', '马桶', '和', '台', '盆希里', '哗啦', '地板', '边上', '都', '长霉', '房间', '墙角', '上', '都', '是', '莫名', '液体', '地点', '太远', '展馆', '边上', '也', '还要', '打', '的', '早餐', '别提', '了', '对', '了', '二楼', '门口', '是', '铁板', '走', '起来', '晃晃悠悠', '满', '廊桥', '的', '同志', '们', '如果', '你', '是', '去', '展会', '还是', '住', '锦江', '之星', '或', '别的', '反正', '都', '要', '打', '的', '酒店', '老板', '对不起', '你', '实在', '太差', '了', '对', '了', '我', '的', '房间', '号', '是']","['I', 'ran', 'up', 'down', 'many', 'times', 'year', 'This', 'hotel', 'cost', 'effective', 'hotel', 'The', 'service', 'attitude', 'bad', 'Maybe', 'I', 'go', 'busy', 'lazy', 'talk', 'The', 'room', 'bad', 'room', 'I', 'live', 'room', 'subsidized', 'I', 'mind', 'building', 'China', 'paint', 'white', 'paint', 'My', 'room', 'wall', 'two', 'colors', 'top', 'three', 'colors', 'Of', 'course', 'color', 'matching', 'piece', 'replenishment', 'TV', 'actually', 'using', 'antenna', 'Yes', 'right', 'yet', 'cable', 'TV', 'let', 'alone', 'expect', 'satellite', 'TV', 'The', 'room', 'dirty', 'toilet', 'basin', 'bathroom', 'rushing', 'floor', 'moldy', 'The', 'corner', 'room', 'inexplicable', 'liquid', 'location', 'far', 'still', 'played', 'exhibition', 'hall', 'Breakfast', 'mention', 'By', 'way', 'door', 'second', 'floor', 'iron', 'plate', 'Comrades', 'go', 'exhibition', 'live', 'Jinjiang', 'Star', 'anything', 'else', 'play', 'anyway', 'Hotel', 'owner', 'sorry', 'bad', 'yes', 'room', 'number']"
0,太脏 停车场太小 建议携程不要推荐这样的旅馆,It s too dirty  the parking lot is too small  it is recommended that Ctrip not to recommend such a hotel,"['太脏', '停车场', '太小', '建议', '携程', '不要', '推荐', '这样', '的', '旅馆']","['It', 'dirty', 'parking', 'lot', 'small', 'recommended', 'Ctrip', 'recommend', 'hotel']"
1,饭店较新 服务不错 旁边有小便利店 就是房价偏贵  ,The restaurant is relatively new  the service is good  there is a small convenience store next to it  that is  the house price is too expensive   ,"['饭店', '较', '新', '服务', '不错', '旁边', '有', '小', '便利店', '就是', '房价', '偏贵']","['The', 'restaurant', 'relatively', 'new', 'service', 'good', 'small', 'convenience', 'store', 'next', 'house', 'price', 'expensive']"
1,还算可以吧 住了两天 位置比较好 本来以为在古镇里会很吵 但是还好 干净 雅致 这是我对这个酒店评价 不过还有一点希望酒店改善 床铺太硬了 质量不敢恭维 如果有些朋友要在丽江待比较长的时间可以去 束河古镇 住一下 真的不错我的后几天都是在那过的 比较悠闲 酒店的质量绝对比丽江古镇的好 ,It s okay  After two days of staying  the location is better  I thought it would be noisy in the ancient town  but fortunately  clean elegant  this is my evaluation of this hotel  but there is a little hope that the hotel improves  the bed shop is too hardIt  s not dare to compliment   If some friends can go to  Shuhe Ancient Town  for a long time in Lijiang It s better than the ancient town of Lijiang ,"['还', '算', '可以', '吧', '住', '了', '两天', '位置', '比较', '好', '本来', '以为', '在', '古镇', '里会', '很', '吵', '但是', '还好', '干净', '雅致', '这', '是', '我', '对', '这个', '酒店', '评价', '不过', '还有', '一点', '希望', '酒店', '改善', '床铺', '太硬', '了', '质量', '不敢恭维', '如果', '有些', '朋友', '要', '在', '丽江', '待', '比较', '长', '的', '时间', '可以', '去', '束河', '古镇', '住', '一下', '真的', '不错', '我', '的', '后', '几天', '都', '是', '在', '那', '过', '的', '比较', '悠闲', '酒店', '的', '质量', '绝对', '比', '丽江', '古镇', '的', '好']","['It', 'okay', 'After', 'two', 'days', 'staying', 'location', 'better', 'I', 'thought', 'would', 'noisy', 'ancient', 'town', 'fortunately', 'clean', 'elegant', 'evaluation', 'hotel', 'little', 'hope', 'hotel', 'improves', 'bed', 'shop', 'hardIt', 'dare', 'compliment', 'If', 'friends', 'go', 'Shuhe', 'Ancient', 'Town', 'long', 'time', 'Lijiang', 'It', 'better', 'ancient', 'town', 'Lijiang']"
1,酒店整体都不错 住过两次 感觉360跟410的房间没什么区别 ,The hotel is good as a whole  staying twice It feels no difference between 360 and 410 rooms ,"['酒店', '整体', '都', '不错', '住', '过', '两次', '感觉', '跟', '的', '房间', '没什么', '区别']","['The', 'hotel', 'good', 'whole', 'staying', 'twice', 'It', 'feels', 'difference', 'rooms']"
1,酒店有点旧 不知是什么时候建的 感觉远没5星标准房间跟三星酒店没太大区别 只是大了一点点而已服务还不错,The hotel is a bit old  I do n t know when it was built  It feels far from the 5  star standard room ,"['酒店', '有点', '旧', '不知', '是', '什么', '时候', '建', '的', '感觉', '远', '没', '星', '标准', '房间', '跟', '三星', '酒店', '没太大', '区别', '只是', '大', '了', '一点点', '而已', '服务', '还', '不错']","['The', 'hotel', 'bit', 'old', 'I', 'n', 'know', 'built', 'It', 'feels', 'far', 'star', 'standard', 'room']"
1,很不错的酒店 可能找起来稍微有一点麻烦 不过 在港澳码头就能看到很大的金龙酒店 娱乐城的标志 实际上就在金龙后面 服务很好 拿行李的服务生态度也特别好 可以顺便问下路 大堂可以兑换货币 换一些零钱可以方便乘车 最好问清到码头巴士的时间 一般是半点一班 房间也不错 面积不算小 插头转换器上一共有三个插头 所以 只要一个就基本都可以够充电了 如果硬要说有不足的话 就是离公交车站稍稍有一点路 大概1 200m左右 主要是澳门的巴士都不报站 所以容易乘过 第二次乘 坐到澳门旅游局或者金莲花广场后面一点那一站 就可以少走很多路 ,Very good hotel It may be a little troublesome to find it  but you can see the sign of the Golden Dragon Hotel Casino at the Hong Kong and Macao Wharf  which is actually behind the Golden Dragon The service is very good  and the service of the luggage is also particularly good  You can ask the road by the way The lobby can be exchanged for currency  and some change can be convenient to ride It is best to ask the time to go to the dock bus  usually at all at all The room is also good  and the area is not small There are three plugs on the plug converter  so as long as one is basically enough to charge If you want to say that there are insufficient  it is a little bit away from the bus station  about 1 200m Mainly  the bus buses are not reported  so it is easy to take For the second time  sit at the Macau Tourism Bureau or the Golden Lotus Plaza  you can take a lot less ,"['很', '不错', '的', '酒店', '可能', '找', '起来', '稍微', '有', '一点', '麻烦', '不过', '在', '港澳', '码头', '就', '能', '看到', '很大', '的', '金龙', '酒店', '娱乐城', '的', '标志', '实际上', '就', '在', '金龙', '后面', '服务', '很', '好', '拿', '行李', '的', '服务生', '态度', '也', '特别', '好', '可以', '顺便', '问下路', '大堂', '可以', '兑换', '货币', '换', '一些', '零钱', '可以', '方便', '乘车', '最好', '问清', '到', '码头', '巴士', '的', '时间', '一般', '是', '半点', '一班', '房间', '也', '不错', '面积', '不算', '小', '插头', '转换器', '上', '一共', '有', '三个', '插头', '所以', '只要', '一个', '就', '基本', '都', '可以', '够', '充电', '了', '如果', '硬', '要说', '有', '不足', '的话', '就是', '离', '公交车站', '稍稍', '有', '一点', '路', '大概', '左右', '主要', '是', '澳门', '的', '巴士', '都', '不报', '站', '所以', '容易', '乘', '过', '第二次', '乘', '坐', '到', '澳门', '旅游局', '或者', '金莲花', '广场', '后面', '一点', '那', '一站', '就', '可以', '少', '走', '很多', '路']","['Very', 'good', 'hotel', 'It', 'may', 'little', 'troublesome', 'find', 'see', 'sign', 'Golden', 'Dragon', 'Hotel', 'Casino', 'Hong', 'Kong', 'Macao', 'Wharf', 'actually', 'behind', 'Golden', 'Dragon', 'The', 'service', 'very', 'good', 'service', 'luggage', 'also', 'particularly', 'good', 'You', 'ask', 'road', 'way', 'The', 'lobby', 'exchanged', 'currency', 'change', 'convenient', 'ride', 'It', 'best', 'ask', 'time', 'go', 'dock', 'bus', 'usually', 'The', 'room', 'also', 'good', 'area', 'small', 'There', 'three', 'plugs', 'plug', 'converter', 'so', 'long', 'one', 'basically', 'enough', 'charge', 'If', 'want', 'say', 'insufficient', 'little', 'bit', 'away', 'bus', 'station', 'Mainly', 'bus', 'buses', 'reported', 'so', 'easy', 'take', 'For', 'second', 'time', 'sit', 'Macau', 'Tourism', 'Bureau', 'Golden', 'Lotus', 'Plaza', 'take', 'lot', 'less']"
0,缺点 服务员太少 忙的时候能排大队 用餐需要出酒店到外面吃 索性还不如不提供早餐呢 房间狭小 卫生纸供应不充足 优点 交通方便 ,Disadvantages  There are too few waiters  When you are busy  you can line up a team  You need to go out to eat outside the hotel  It  s better not to provide breakfast  The room is small and the supply of toilet paper is insufficient Advantages  convenient transportation ,"['缺点', '服务员', '太', '少', '忙', '的', '时候', '能排', '大队', '用餐', '需要', '出', '酒店', '到', '外面', '吃', '索性', '还', '不如', '不', '提供', '早餐', '呢', '房间', '狭小', '卫生纸', '供应', '不', '充足', '优点', '交通', '方便']","['Disadvantages', 'There', 'waiters', 'When', 'busy', 'line', 'up', 'team', 'You', 'need', 'go', 'eat', 'outside', 'hotel', 'It', 'better', 'provide', 'breakfast', 'The', 'room', 'small', 'supply', 'toilet', 'paper', 'insufficient', 'Advantages', 'convenient', 'transportation']"
1,酒店最好之处是离世纪公园地铁站3号出口步行约4分钟 隔壁就有一家湘菜馆 我住这酒店住了六天 就在这菜馆吃了六天 价格不算贵 约60元 3菜 而且旁边有俩间超市 和1家清真牛肉面馆6块 碗 我住的是大床房 340元包双早 令我特感动的是周日我起晚了 九点去吃早点时  早餐7点到9点半 已经没有饺子了 有个男员工马上帮我们煮了两碗 吃得我心特暖 因为很有人情味啊 ,The best thing about the hotel is about 4 minutes by exit from the No  3 of Century Park Metro Station  There is a Hunan restaurant next door  I stayed in this hotel for six days  I ate it in this restaurant for six days  The price was not expensive 60 yuan 3 dishes And there are two supermarkets next to them  6 yuan bowl of a halal beef noodle restaurant I live in a large bed room  340 yuan bags in the early morning What moved me was that I got up late on Sunday  When I went to eat early at 9 o clock  there was no dumplings at 7 00   A male employee immediately cooked two bowls and ate my heart It s warm  because it is very human ,"['酒店', '最好', '之处', '是', '离', '世纪', '公园', '地铁站', '号', '出口', '步行', '约', '分钟', '隔壁', '就', '有', '一家', '湘菜馆', '我', '住', '这', '酒店', '住', '了', '六天', '就', '在', '这', '菜馆', '吃', '了', '六天', '价格', '不算', '贵', '约', '元', '菜', '而且', '旁边', '有', '俩', '间', '超市', '和', '家', '清真', '牛肉面', '馆', '块', '碗', '我', '住', '的', '是', '大床', '房', '元包', '双早', '令', '我', '特', '感动', '的', '是', '周日', '我起', '晚', '了', '九点', '去', '吃', '早点', '时', '早餐', '点到', '点半', '已经', '没有', '饺子', '了', '有个', '男员工', '马上', '帮', '我们', '煮', '了', '两碗', '吃', '得', '我心', '特暖', '因为', '很', '有', '人情味', '啊']","['The', 'best', 'thing', 'hotel', 'minutes', 'exit', 'No', 'Century', 'Park', 'Metro', 'Station', 'There', 'Hunan', 'restaurant', 'next', 'door', 'I', 'stayed', 'hotel', 'six', 'days', 'I', 'ate', 'restaurant', 'six', 'days', 'The', 'price', 'expensive', 'yuan', 'dishes', 'And', 'two', 'supermarkets', 'next', 'yuan', 'bowl', 'halal', 'beef', 'noodle', 'restaurant', 'I', 'live', 'large', 'bed', 'room', 'yuan', 'bags', 'early', 'morning', 'What', 'moved', 'I', 'got', 'up', 'late', 'Sunday', 'When', 'I', 'went', 'eat', 'early', 'clock', 'dumplings', 'A', 'male', 'employee', 'immediately', 'cooked', 'two', 'bowls', 'ate', 'heart', 'It', 'warm', 'very', 'human']"
0,就住了两天 第一天晚上就发现了一只大小强 第二天下午回来让服务员喷了药 早上起来发现了一只殉职的小小强 早餐没有牛奶 勉强可以吃几片廉价的面包 喝点豆浆 冲的果珍 白粥 别的反正我都不感兴趣 房间临街 晚上剧吵 幸好俺睡得比较死 ,I lived for two days  and a strong size was found on the first night The next afternoon came back to let the waiter spray the medicine  and got up in the morning and found a dying Xiaoqiang There is no milk for breakfast  You can barely eat a few pieces of cheap bread  drink soy milk  flush fruit  white porridge I am not interested anyway The room was on the street  and the drama was noisy at night  Fortunately  I slept more ,"['就', '住', '了', '两天', '第一天', '晚上', '就', '发现', '了', '一只', '大小', '强', '第二天', '下午', '回来', '让', '服务员', '喷', '了', '药', '早上', '起来', '发现', '了', '一只', '殉职', '的', '小小', '强', '早餐', '没有', '牛奶', '勉强', '可以', '吃', '几片', '廉价', '的', '面包', '喝点', '豆浆', '冲', '的', '果珍', '白粥', '别的', '反正', '我', '都', '不感兴趣', '房间', '临街', '晚上', '剧吵', '幸好', '俺', '睡', '得', '比较', '死']","['I', 'lived', 'two', 'days', 'strong', 'size', 'found', 'first', 'night', 'The', 'next', 'afternoon', 'came', 'back', 'let', 'waiter', 'spray', 'medicine', 'got', 'up', 'morning', 'found', 'dying', 'Xiaoqiang', 'There', 'milk', 'breakfast', 'You', 'barely', 'eat', 'pieces', 'cheap', 'bread', 'drink', 'soy', 'milk', 'flush', 'fruit', 'white', 'porridge', 'I', 'interested', 'anyway', 'The', 'room', 'street', 'drama', 'noisy', 'night', 'Fortunately', 'I', 'slept']"
1,位置不错 如果到火车东站和美国领事馆签证处都是走路的距离 很方便 ,The location is good  If you go to the East Railway Station and the U S  Consulate s visa  it is very convenient ,"['位置', '不错', '如果', '到', '火车', '东站', '和', '美国', '领事馆', '签证处', '都', '是', '走路', '的', '距离', '很', '方便']","['The', 'location', 'good', 'If', 'go', 'East', 'Railway', 'Station', 'U', 'S', 'Consulate', 'visa', 'very', 'convenient']"
0,是我遇到的最差的4星酒店 进门没人管 进去要我和大堂打招呼 退房也很慢 不会再去住了,It is the worst 4  star hotel I encountered  No one cares about it when I enter the door  I go in and ask me to say hello to the lobby ,"['是', '我', '遇到', '的', '最差', '的', '星', '酒店', '进门', '没人管', '进去', '要', '我', '和', '大堂', '打招呼', '退房', '也', '很慢', '不会', '再', '去', '住', '了']","['It', 'worst', 'star', 'hotel', 'I', 'encountered', 'No', 'one', 'cares', 'I', 'enter', 'door', 'I', 'go', 'ask', 'say', 'hello', 'lobby']"
0,1 诚信有问题的酒店 在前台问价格比网上订便宜多了 然后 知道你是网上订的 就马上改口 然后一定要你用网上的价格结算 由于网上订是用信用卡担保的 没办法  结果 就被坑了 2 房间的蚊子挺多的 3 温泉没怎么清洁 早上8 00去泡 刚换的水 还是很脏 不明白为何人那么少 还那么脏 温泉的设施与开平 阳江比 只能说是落后10年了 4 温泉在山边 空气不错 5 餐厅还行 早点做得不错 与外的几间大排档比 价格上也很接近 在餐厅吃也不错 补充点评2007年10月7日 少说了一点 6 酒店没有POS机 不接受信用卡 这非常少见 ,1  Hotels with problems with integrity Ask the price at the front desk is much cheaper than the Internet  and then  if you know that you are booked online  you will change your mouth immediately  and then you must settle it with online prices  because the online order is guaranteed with a credit card  there is no way  It s pitted 2  There are a lot of mosquitoes in the room 3  The hot springs are not very clean  soak in the morning at 8 00 in the morning  The water just changed is still very dirty  I don t understand why there are so few and so dirty 4  The hot spring is on the mountain  the air is good 5  The restaurant is okay  It is good to do it early  Compared with the a few outside stalls  the price is very close  and it is also good to eat in the restaurant Supplementary comment on October 7  2007  Say less  6  The hotel does not have POS machines and does not accept credit cards  This is very rare ,"['诚信', '有', '问题', '的', '酒店', '在', '前台', '问', '价格比', '网上', '订', '便宜', '多', '了', '然后', '知道', '你', '是', '网上', '订', '的', '就', '马上', '改口', '然后', '一定', '要', '你', '用', '网上', '的', '价格', '结算', '由于', '网上', '订是', '用', '信用卡', '担保', '的', '没', '办法', '结果', '就', '被', '坑', '了', '房间', '的', '蚊子', '挺', '多', '的', '温泉', '没', '怎么', '清洁', '早上', '去', '泡', '刚换', '的', '水', '还是', '很脏', '不', '明白', '为何', '人', '那么', '少', '还', '那么', '脏', '温泉', '的', '设施', '与', '开平', '阳江', '比', '只能', '说', '是', '落后', '年', '了', '温泉', '在', '山边', '空气', '不错', '餐厅', '还', '行', '早点', '做', '得', '不错', '与', '外', '的', '几间', '大排档', '比', '价格', '上', '也', '很', '接近', '在', '餐厅', '吃', '也', '不错', '补充', '点评', '年', '月', '日', '少说', '了', '一点', '酒店', '没有', '机', '不', '接受', '信用卡', '这', '非常', '少见']","['Hotels', 'problems', 'integrity', 'Ask', 'price', 'front', 'desk', 'much', 'cheaper', 'Internet', 'know', 'booked', 'online', 'change', 'mouth', 'immediately', 'must', 'settle', 'online', 'prices', 'online', 'order', 'guaranteed', 'credit', 'card', 'way', 'It', 'pitted', 'There', 'lot', 'mosquitoes', 'room', 'The', 'hot', 'springs', 'very', 'clean', 'soak', 'morning', 'morning', 'The', 'water', 'changed', 'still', 'very', 'dirty', 'I', 'understand', 'so', 'so', 'dirty', 'The', 'hot', 'spring', 'mountain', 'air', 'good', 'The', 'restaurant', 'okay', 'It', 'good', 'early', 'Compared', 'outside', 'stalls', 'price', 'very', 'close', 'also', 'good', 'eat', 'restaurant', 'Supplementary', 'comment', 'October', 'Say', 'less', 'The', 'hotel', 'POS', 'machines', 'accept', 'credit', 'cards', 'This', 'very', 'rare']"
1,还好了 房间的窗户是不能打开的 电梯要刷卡才能上楼 保安性不错 这个酒店我住过很多次了 可以肯定的是挂二星的牌 并不是携程网所显示的三星级酒店 ,Fortunately  the windows of the room cannot be opened  The elevator must swipe the card to go upstairs  The security is good  I have lived in this hotel many times  It is certain that the card of the two  star is not sure Grade hotel ,"['还好', '了', '房间', '的', '窗户', '是', '不能', '打开', '的', '电梯', '要', '刷卡', '才能', '上楼', '保安', '性', '不错', '这个', '酒店', '我', '住', '过', '很', '多次', '了', '可以', '肯定', '的', '是', '挂', '二星', '的', '牌', '并', '不是', '携程网', '所', '显示', '的', '三星级', '酒店']","['Fortunately', 'windows', 'room', 'opened', 'The', 'elevator', 'must', 'swipe', 'card', 'go', 'upstairs', 'The', 'security', 'good', 'I', 'lived', 'hotel', 'many', 'times', 'It', 'certain', 'card', 'two', 'star', 'sure', 'Grade', 'hotel']"
1,住过好多次这家酒店了 上次来到前台 服务员能准确的报出我的名字 感觉很亲切 四星级就是不一样 而且当天服务员还给我安排了一间商务单间 房间很新 比我订的要好价格没变 说是酒店搞活动 像我们这样的商务客人都有机会享受 不错 ,I have lived many times this hotel  Last time I came to the front desk  the waiter could accurately report my name and feel very kind The four  star is different And the waiter also arranged a business single room on that day  The room was very new  and the price was better than me It is said that business guests like us have the opportunity to enjoy  which is good ,"['住', '过', '好', '多次', '这家', '酒店', '了', '上次', '来到', '前台', '服务员', '能', '准确', '的', '报出', '我', '的', '名字', '感觉', '很', '亲切', '四星级', '就是', '不', '一样', '而且', '当天', '服务员', '还给', '我', '安排', '了', '一间', '商务', '单间', '房间', '很', '新', '比', '我订', '的', '要', '好', '价格', '没', '变', '说', '是', '酒店', '搞', '活动', '像', '我们', '这样', '的', '商务', '客人', '都', '有', '机会', '享受', '不错']","['I', 'lived', 'many', 'times', 'hotel', 'Last', 'time', 'I', 'came', 'front', 'desk', 'waiter', 'could', 'accurately', 'report', 'name', 'feel', 'very', 'kind', 'The', 'four', 'star', 'different', 'And', 'waiter', 'also', 'arranged', 'business', 'single', 'room', 'day', 'The', 'room', 'very', 'new', 'price', 'better', 'It', 'said', 'business', 'guests', 'like', 'us', 'opportunity', 'enjoy', 'good']"
0,可能是周总理住过房间比较朴素陈设与服务简单不过早餐丰盛,It may be that Premier Zhou has lived in the room relatively simple furnishings and services  but breakfast is rich,"['可能', '是', '周总理', '住', '过', '房间', '比较', '朴素', '陈设', '与', '服务', '简单', '不过', '早餐', '丰盛']","['It', 'may', 'Premier', 'Zhou', 'lived', 'room', 'relatively', 'simple', 'furnishings', 'services', 'breakfast', 'rich']"
1,澳门本来就小所以地理位置没什么好说的所有码头都有开往各大酒店的巴士这间酒店大堂还可以房间一般而且没什么景观可言里面的菲佣招待好像听不懂普通话只懂粤语和英文 我倒是看见渔人码头里有一家新开的白色建筑酒店西式的英文名叫Rocks Hotel面对大海和大桥 想必还是不错的 有意向的朋友可以一查 ,Macau was originally small  so there is nothing to say about the geographical location  All the docks that are driving to major hotels I saw that there was a newly opened white building hotel in the Western  style Western name Rocks   Hotel in the Fisherman s Wharf facing the sea and bridge  Presumably  it was still good  Interested friends could check it ,"['澳门', '本来', '就', '小', '所以', '地理位置', '没什么', '好', '说', '的', '所有', '码头', '都', '有', '开往', '各', '大酒店', '的', '巴士', '这', '间', '酒店', '大堂', '还', '可以', '房间', '一般', '而且', '没什么', '景观', '可言', '里面', '的', '菲佣', '招待', '好像', '听不懂', '普通话', '只', '懂', '粤语', '和', '英文', '我', '倒', '是', '看见', '渔人', '码头', '里', '有', '一家', '新开', '的', '白色', '建筑', '酒店', '西式', '的', '英文', '名叫', '面对', '大海', '和', '大桥', '想必', '还是', '不错', '的', '有', '意向', '的', '朋友', '可以', '一查']","['Macau', 'originally', 'small', 'so', 'nothing', 'say', 'geographical', 'location', 'All', 'docks', 'driving', 'major', 'hotels', 'I', 'saw', 'newly', 'opened', 'white', 'building', 'hotel', 'Western', 'style', 'Western', 'name', 'Rocks', 'Hotel', 'Fisherman', 'Wharf', 'facing', 'sea', 'bridge', 'Presumably', 'still', 'good', 'Interested', 'friends', 'could', 'check']"
1,地理位置优越 临近步行街和长沙的酒吧一天街 出去玩非常方便 房间空间还不错 早餐马马虎虎,The geographical location is superior  It is very convenient to go out to play with the bar and Changsha The room space is not bad  breakfast is sloppy,"['地理位置', '优越', '临近', '步行街', '和', '长沙', '的', '酒吧', '一天', '街', '出去玩', '非常', '方便', '房间', '空间', '还', '不错', '早餐', '马马虎虎']","['The', 'geographical', 'location', 'superior', 'It', 'very', 'convenient', 'go', 'play', 'bar', 'Changsha', 'The', 'room', 'space', 'bad', 'breakfast', 'sloppy']"
0, 十一 开车去的 在宾馆接线员的热情引领下 较容易地找到了它 然而 进入房间后 一切都变了 房间只有一楼的 电视遥控没有的 空调不是全天的 电话拿起不通的 询问服务小姐一问三不知的 旅游咨询是空的 住了三天两夜是一尘不变的 不过 宾馆餐厅的菜好象比外面的土菜馆烹饪得好一些 但是价格  不作评论 下次再也不去喽 , Eleven  drove Under the enthusiasm of the hotel leaders  it was easier to find it However  after entering the room  everything has changed  the room is only on the first floor  the TV remote control is not available  the air conditioner is not all day  the phone is unable to pick up  and ask the service service to ask the three unknown Three days and two nights are unchanged However  the restaurant in the hotel is better than cooking better than the local restaurants outside  but the price     do not comment I won t go again next time ,"['十一', '开车', '去', '的', '在', '宾馆', '接线员', '的', '热情', '引领', '下', '较', '容易', '地', '找到', '了', '它', '然而', '进入', '房间', '后', '一切', '都', '变', '了', '房间', '只有', '一楼', '的', '电视', '遥控', '没有', '的', '空调', '不是', '全天', '的', '电话', '拿', '起', '不通', '的', '询问', '服务', '小姐', '一问三不知', '的', '旅游', '咨询', '是', '空', '的', '住', '了', '三天', '两夜', '是', '一尘', '不变', '的', '不过', '宾馆', '餐厅', '的', '菜', '好象', '比', '外面', '的', '土', '菜馆', '烹饪', '得', '好', '一些', '但是', '价格', '不', '作', '评论', '下次', '再也', '不去', '喽']","['Eleven', 'drove', 'Under', 'enthusiasm', 'hotel', 'leaders', 'easier', 'find', 'However', 'entering', 'room', 'everything', 'changed', 'room', 'first', 'floor', 'TV', 'remote', 'control', 'available', 'air', 'conditioner', 'day', 'phone', 'unable', 'pick', 'up', 'ask', 'service', 'service', 'ask', 'three', 'unknown', 'Three', 'days', 'two', 'nights', 'unchanged', 'However', 'restaurant', 'hotel', 'better', 'cooking', 'better', 'local', 'restaurants', 'outside', 'price', 'comment', 'I', 'go', 'next', 'time']"
1,服务很好 员工很礼貌 房间很干净就是小了点 房间不能直接通话 需要总机转 不方便 在我看来 只能是准四星级酒店 在黄山只能算三星级酒店 ,The service was excellent Employees are polite The room is very clean  but it is a bit small The room cannot be called directly  and the header is required  which is inconvenient In my opinion  it can only be a quasi  four  star hotel  and it can only be regarded as a three  star hotel in Huangshan ,"['服务', '很', '好', '员工', '很', '礼貌', '房间', '很', '干净', '就是', '小', '了', '点', '房间', '不能', '直接', '通话', '需要', '总机', '转', '不', '方便', '在我看来', '只能', '是', '准', '四星级', '酒店', '在', '黄山', '只能', '算', '三星级', '酒店']","['The', 'service', 'excellent', 'Employees', 'polite', 'The', 'room', 'very', 'clean', 'bit', 'small', 'The', 'room', 'called', 'directly', 'header', 'required', 'inconvenient', 'In', 'opinion', 'quasi', 'four', 'star', 'hotel', 'regarded', 'three', 'star', 'hotel', 'Huangshan']"
