label,review,translated_review
1,每次到杭州都住这家酒店，习惯了。这回房间感觉有点旧，听说酒店正在一部分一部分的装修翻新，希望下回能住到新装修的房间。酒店提供枕头套餐，可以选择不同好几款枕头，这点比较有特色，床很舒服，不是太软也不太硬。宾馆反馈2008年5月20日：感谢您的点评，酒店目前房间装修已经结束，欢迎您下次来体验我们新装修的大床房，期待您的再次光临！,"Every time I go to Hangzhou, I live in this hotel and get used to it.This time the room feels a bit old. I heard that the hotel is renovated in part of the decoration, hoping to live in the newly renovated room next time.The hotel provides pillow packages and can choose different pillows. This is more distinctive. The bed is very comfortable. It is not too soft or hard.Hotel feedback on May 20, 2008: Thank you for your review. The hotel's current room decoration has ended. Welcome to experience our newly renovated large beds next time. Looking forward to your visit again!"
0,"个人认为不符合4星的条件,房间很潮湿,酶味太重,,根本没办法入睡,浴室的条件也不怎么样,总之感觉更像个快捷式酒店","Personally, I think it does not meet the conditions of 4 stars. The room is very humid, the enzyme taste is too heavy, and there is no way to fall asleep. The conditions of the bathroom are not good. In short"
0,这是一个另人难忘的饭店，预定的时候我要三间房，当时告诉我标间、单人间和套间各只有一间了，我想肯定饭店不错，房间才这样紧张的。可事实太不可思议了，本地人告诉我饭店在市郊，很偏的，找了半天才找到，进入的时候里面没有生气，大堂就一位服务员，当时她也没问我预定的事，只是从抽屉取出一大碟卡，原来饭店除了我们仅有一个房间有人住，最可气的是三间房热水器都不好洗澡，换了房也不行。而且开始说烧会就好了，我等到三点也没洗成！被子也感觉不干净！还有结帐时索要发票说要加10%的税，后通过携程协调答应以后寄给我，现在已收到了！整个入住饭店就出现两个人，一个在前台，另一个早上在大厅打扫卫生！这样的饭店还是饭店吗？早饭要到好久的地方才有的。一个人是绝对不敢住的。,"This is an unforgettable restaurant. When I was booked, I had three rooms. At that time, I told me that there was only one room, a single room, and a suite room. I wanted to be sure that the hotel was good, and the room was so nervous.But the fact is incredible. The locals told me that the hotel was on the suburbs. It was very biased. After finding it for a long time, I found it. When I entered, I was not angry.Take out a large plate card. It turned out that except that the restaurant had only one room, there was someone who lived in. The most annoying was that the three room water heaters were not easy to bathe, and it was impossible to change the room.And just start to say that the burning party is fine, I have not been washed until three o'clock!The quilt feels unclean too!There is also an invoice at the checkout to say that the tax will be added, and then I will be sent to me by the coordination of Ctrip. Now I have received it!There are two people appearing in the entire hotel, one in the front desk, and the other in the morning cleaning in the lobby!Is such a restaurant still a restaurant?It will only be available for a long time for breakfast.A person is definitely not dare to live."
1,酒店的外部环境还不错，虽然房间已经有些陈旧，但房间里的设施还算比较齐全，就是去房间要走的楼梯太多；不过以度假村来说，户外的娱乐设施太差，没什么玩的；五一期间入住，950元的礼包有300元的消费券还算实惠，都用来烧烤了，觉得烧烤还是比较有意思的。,"The external environment of the hotel is not bad. Although the room is already old, the facilities in the room are relatively complete, that is, there are too many stairs to go to the room; however, for the resort, outdoor entertainment facilities are too bad to play;During May 1st, the 950 yuan gift package had a consumer voucher of 300 yuan. It was used for barbecue. It was more interesting to grill."
1,经济间是后来装修的，与原来的房间比较小而且只是适合单人，因为洗澡间是磨砂玻璃隔开的，没有浴缸。,"The economy is later decorated, which is relatively small and only suitable for single people, because the bathroom is separated by matte glass and has no bathtub."
1,地理位置还行，就在县城中心，出行比较方便。而且下面临河，风景也还说得过去。但因为是老酒店了，设备当然很一般。而早餐就惨不忍睹了――居然只有8样，一点不像是三星标准提供的早餐！另外，可能会要求你10点前退房，而不是12点！,"The geographical location is okay. It is more convenient to travel in the center of the county seat.And in the face of the river, the scenery is still passing.But because it is an old hotel, the equipment is of course average.The breakfast is terrible -it is only 8, not like the breakfast provided by the Samsung standard!In addition, you may ask you to check out at 10 o'clock instead of 12 o'clock!"
1,每次和王总、Roby出来玩，都喜欢住套房，这次找了个机会入住苏宁环球，Ctrip卡预定网上评论较好的“丽家套房B”，一室一厅一厨87平米，RMB650，22楼，送水果和鲜花，单早，免费游泳池和健身房，送下午茶，免费宽带，免费地下车位，全部落地窗，厨房有冰箱、电磁灶台和洗衣机，适合很多朋友来过周末，不过卫生间里除了龙头是hansgrohe外其他洁具档次略低，客厅的复合地板直接铺水泥地上，脚感太硬，还不如全部用地毯呢，有点遗憾的是给了我们面朝上海路的房间，下次选个礼拜六有球赛面向五台山的房间，还可以免费看球。,"Every time I come out with President Wang and Roby, I like to live in a suite. This time I found a chance to stay in Suning Global.On the 22nd floor, send fruits and flowers, single morning, free swimming pool and gym, send afternoon tea, free broadband, free underground parkIn addition to the faucet is Hansgrohe, other sanitary wares are slightly lower in grade. The composite floor of the living room is directly laid on the cement floor, and the feet feel too hard. It is better to use all the carpets. It is a bit regrettable that we have given us the room facing Shanghai Road.Saturdays have a goal in the room for Wutai Mountain, and you can also watch the ball for free."
0,感觉非常差。地段没有什么娱乐吃饭的地方。房间灰暗。服务态度也是很差。最有趣的是健身房对住客收费。我去查看一下，说了一句“没听说酒店健身房对住客收费的”。结果那个老头说：“没听说现在听说啦！”非常没李矛而且粗鲁。下次绝对不再住。补充点评2008年5月12日：还有，早上下雨，出门才发现酒店不帮人叫的士。只好自己冒雨走到后面的街转角去叫的士。淋了一身雨。四星级？我看根本连招待所都不如。,"It feels very bad.There is no place for entertainment to eat.The room is dark.The service attitude is also poor.The most interesting thing is the gym charged for residents.I went to check it out and said, ""I didn't hear that the hotel gym charged the guests.""As a result, the old man said, ""I haven't heard of it now!"" There was no spear and rude.I will never live next time.Supplementary comment on May 12, 2008: Also, it was raining in the morning, and when I went out, I found that the hotel did not help others.I had to rush to the street to call a taxi.It was raining.four-star?I think even the hospitality is not as good."
1,"福州目前最顶级的酒店.不过豪华阁的服务感觉比两年多前刚开业时退步了.补充点评2007年12月16日：这次进入房间也没看到印有自己姓名的欢迎卡片.上次入住时看到卡片,心里顿升感动.","Fuzhou's currently the top hotel. However, the service of the luxury cabinet feels more than when the business just opened more than two years ago. Supplementary comment on December 16, 2007: I did not see a welcome card printed with my own name this time.When I saw the card when I stayed, my heart was moved."
1,距拱北关口近，标准间太小，豪华大床不错，服务好。,"Near Gongbei Pass, the standard room is too small, the luxury bed is good, and the service is good."
0,虽有一定思想准备，但本以为会比“碧海蓝天”好点呢。去了才发现院内十分荒凉，颇有“年久失修感”。且房间设备简陋，卫生打扫得不好。自来水还带锈味。总之相当一塌糊涂。个人认为还不如一些省市的政府招待所。充其量2星－－算是照顾的。看来这类“产权式酒店”是不能住的，管理很差也很不专业的说。补充点评2008年5月1日：更正：本人给这家酒店的评分偏高实在是由于点错了分数。一不留神把分数都点高了一分。由于网上无法更正，特此在这里更正。,"Although there is a certain preparation, I thought it would be better than the ""blue sea and blue sky"".I went to find that the courtyard was very desolate, and it was quite ""old -fashioned.""And the room equipment is simple, and the hygiene is not well cleaned.The tap water is also rusty.In short, it is quite a mess.Personally, I think it is not as good as governments in some provinces and cities.At best, 2 stars -are considered to be taken care of.It seems that such ""property -type hotels"" are unable to live, and management is very poor and unprofessional.Supplementary comment on May 1, 2008: Correction: I have a high score to this hotel because of the wrong score.I didn't pay attention to the scores higher.Since it is not correct on the Internet, it is here to correct it."
0,我朋友住了2个小时就给我电话让我帮忙退房。她说酒店设备非常陈旧，服务也不好。具体我没有细问。不过可以肯定住了会后悔。,My friend called me for 2 hours and asked me to help me check out.She said that the hotel equipment is very old and the service is not good.I didn't ask for details.But you can regret it if you live.
0,这是个以会议、活动为主的酒店，不适合散客周末闲居。房间较大，但家具粗劣。最糟糕的是卫生间，装修质量很差。预订两夜，因是受不了房间的寒冷而提前退房，那可是初冬啊。建议：带上睡袋，以免感冒。,"This is a hotel, which is mainly based on meetings and activities, which is not suitable for loading customers to live on weekends.The room is large, but the furniture is bad.The worst is the bathroom, and the quality of the decoration is very poor.Booking for two nights, because it can't stand the cold of the room and check out in advance, it is the early winter.Suggestion: Take a sleeping bag to avoid colds."
1,以前住过这家饭店，但那时还是HILTON管理的，现在是NIKKO了，感觉明显不如以前，并且设施也有些陈旧了，但在大连五星级饭店，这家饭店的价位相对来说还比较合理，酒店附近有个新建的时尚生活区，有一些好的餐厅和咖啡店不错，酒店综合服务和管理还需要加强。,"I used to stay in this restaurant before, but at that time I was still managed by Hilton. Now it is Nikko. It feels obviously not as good as before, and the facilities are also old. HoweverReasonable, there is a new fashion area near the hotel. There are some good restaurants and coffee shops. The hotel's comprehensive service and management need to be strengthened."
1,10月2日入住，4日离店。酒店很有特色，房间很干净，被褥都很新，就是床稍有点硬。周围交通很方便，公交线路也很多，步行到秋林公司不到20分钟。从火车站打车就是起车费8元。比起住在东大直街，这里很安静。宾馆楼下是肯德基，周围有酒巴、饭店和超市。推开房间的窗户，就能看到阿列克谢耶夫教堂，步行1分钟就可到教堂。10元的早餐还不错。但是前台服务需要提高，办理入住的时间太长，而且态度也不好。总体来说，还是很满意，下次还会选择再入住这家宾馆。,"Check in on October 2nd and leave the store on the 4th.The hotel is very distinctive, the room is clean, and the bedding is new, that is, the bed is slightly hard.The surrounding traffic is very convenient, and there are many bus lines. It is less than 20 minutes walking to Qiulin.Taking a taxi from the railway station is 8 yuan.Here is quiet than living in Dongda Zhi Street.The hotel is KFC downstairs, surrounded by wines, restaurants and supermarkets.Push the window of the room, you can see the Church of Alexeyev, you can go to the church in 1 minute.The breakfast of 10 yuan is not bad.However, the front desk service needs to be improved, the time to check in is too long, and the attitude is not good.Overall, I am still very satisfied, and I will choose to stay in this hotel next time."
1,我们从北京到呼市，飞机延误一个多小时，到呼和浩特时已经半夜一点多了。酒店为了我们两位普通客人，专程派小车到机场接。上车办理入住手续，到酒店即可直接进房间，不错！房间和干净整洁，设施完善，星级服务。没选择错，下次还住这里。,"From Beijing to Hohhot, the plane was delayed for more than an hour, and it was more than a little in the middle of the night when it was in Hohhot.For our two ordinary guests, the hotel specially sent a car to the airport to pick it up.Go in the car for check -in, and you can go directly to the room when you go to the hotel, not bad!The room is clean and tidy, the facilities are complete, and the star service.I have no choice, I still live here next time."
1,服务很热情，房间温度正好，隔音效果好，地理位置优越，性价比高，下次来还住这里！,"The service is very enthusiastic, the room temperature is just right, the sound insulation effect is good, the geographical location is superior, and the cost -effectiveness is high. I will live here next time!"
1,"总体还可以,就是前台服务员还不够敬业,在登记入住后,看都没看是不是本人,就把我客人的护照给了其它人,幸亏就在旁边,要不然不知后果怎样,之后连说声不好意思,或对不起都没有!!!希望改进!!!","Overall, that is, the front desk waiter is not dedicated enough. After registering and check -in, I did n’t see if I did n’t see it, so I gave my guest ’s passport to other people. Fortunately, it’ s next to it.Sorry, or sorry !!! Hope to improve !!!"
0,１、设备陈旧。墙纸剥落，毛巾破旧，灯泡不亮。２、使用日货。ＴＯＴＯ卫浴，ＳＯＮＹ电视。３、早餐奇差。整个餐厅没有小桌，都是十人的大桌，感觉就象一个大食厅。最可气的是没有水果，难以想象是一个四星级的酒店。４、价格混乱。本人是晚上10:48进酒店的，价格是420元，办完入住手续后发现晚上11:00后入住，价格为180元／晚，住三晚还送一晚，心中大感不平衡；总体感觉就一个字“差”。原本预定了两晚的房间，第二天一早8:30就逃出了酒店，搬到不远的新时空康年酒店。,"1. Old equipment.The wallpaper peels off, the towel is dilapidated, and the bulb is not bright.2. Use Japanese goods.TOTO bathroom, SONY TV.3. Breakfast is poor.There are no small tables in the entire restaurant, and they are all ten people. It feels like a large food hall.The most annoying thing is that there is no fruit, it is difficult to imagine a four -star hotel.4. Chaos in price.I entered the hotel at 10:48 pm. The price was 420 yuan. After checking in the check -in, I found that staying at 11:00 in the evening. The price is 180 yuan / night.It feels like a word ""poor"".The room, which was originally scheduled for two nights, escaped the hotel at 8:30 in the morning the next day and moved to the New Year -time Kangnian Hotel not far away."
0,确实差的无法形容了！我是在华天没房的情况下定了两天房（华天的房间住过感觉也很脏），但康年房是我住过性价比最差的了，其他地方100的房都比他好。而我住的还是238的所谓豪华间了，宽带还要另收费，真没见过！！！结果第二天我就退了，没法再呆下去，转车到桂林过了一晚。,"It is indeed poorly described!I set up a two -day room for two days when Hua Tian had no room (I felt very dirty after living in Huatian's room), but Kang Nianfang was the worst cost -effective, and 100 rooms in other places were better than him.EssenceAnd I still live in the so -called luxury room of 238, and the broadband has to be charged separately. I have never seen it!IntersectionIntersectionAs a result, I retreated the next day, I couldn't stay again, and transferred to Guilin for one night."
1,福州是个很无趣很破旧的地方，还好有这家酒店，才让我能在福州呆了几天。酒店的服务很好，因为订的是豪华阁楼层，所以chickin和chickout就在楼层上办了，方便。早饭也是专门的楼层，就是品种太少。服务员都很热情。房间在五星级里算一般吧，还行。酒店的餐厅价格很适中，味道也还可以，推荐在酒店用餐，比外面的饭店有保障多了。这家酒店最值得推崇的，是他的服务。福州，实在太差，但幸亏有了香格里拉。,"Fuzhou is a very boring place. Fortunately, there is this hotel that allows me to stay in Fuzhou for a few days.The hotel's service is very good, because the luxurious attic floor is ordered, so Chickin and Chickout run on the floor, which is convenient.Breakfast is also a special floor, that is, there are too few varieties.The waiters are very enthusiastic.The room is generally average in five -star, it's okay.The restaurant in the hotel is very moderate and the taste is okay. It is recommended to dine in the hotel, which is much more guaranteed than the outside hotel.The most admired by this hotel is his service.Fuzhou is too bad, but fortunately there is Shangri -La."
0,"当时住的时候火车站还没有搬回来，本来想离火车站近点的,谁想那段时间用的临时火车站,反倒远了。半夜2点入住,前台一个男的,爱搭不理的,后来来了个女的还不错,可能他们也困了吧。前台不大.那个时候在修路.而且从临时火车站到酒店的出租车还绕路，我明知道他绕路,心象就让他绕去吧，知道他什么德行就算了，如果把我扔在半路,2点那真是有钱都没用了。最后多绕了不到5块钱(何苦呢!^%)到了房间，发现可能是火车站不用生意不好，房间没有人用，太多尘土了，到处都是网络还有病毒.最受不了的,是前台的态度.退了房想寄存.说奥运期间不能存,好了，那就接受吧。可是这个时候来了个人，要寄存,他们就给他存了.我就问为什么我就不能存他能存,他们还很横的和我说他没有退房(然后那个男的纠正说他退了房了).我就和她们争,最后她们也给我存了，不知道他们是怎么培训的，还和客人吵架~~~~~~","When I lived at the time, the railway station had not moved back. I wanted to be closer to the train station. Whoever thought of the temporary railway station used during that time was far away.At 2 o'clock in the middle of the night, a man in the front desk was ignored. Later, a woman was not bad. Maybe they were sleepy.The front desk is not big. At that time, the road was renovating. And the taxi from the temporary railway station to the hotel was still detouring. I knew that he was detouring, and let him go around.At halfway, it is useless to have money at 2 o'clock.In the end, it was less than 5 yuan (why bitter!^%) To the room and found that it may be that the train station may not use bad business, there is no one for the room, too much dust, there are viruses everywhere.It is the attitude of the front desk. I want to deposit after retreating. It can not be stored during the Olympic Games. Well, then accept it.But at this time, when the individual came, they would save him. I asked me why I couldn't save him, and they still told me that he had no check -out (then the man's correction said that he retreatedI was in the room). I scrambled them with them, and they finally saved me. I don't know how they trained, and quarreled with guests ~~~~~~"
0,1.服务意识太差，；通过携程订了一间大床房，进房间后，发现房间的地毯脏的实在不行，和值班经理交涉，要求换房。回答居然是：现在没有大床房，要么给你换豪华大床房，但要补差价，要么就是换标房。搞不懂怎么做服务行业的？由于自己的工作失误，给客人带来不便，好象是应该的，还很理直气壮。2.环境太吵3.早餐只能用惨不忍睹来形容，不吃也罢。请大家还是远离的好！！！,"1. The awareness of service is too poor; I booked a large bed room through Ctrip. After entering the room, I found that the carpet in the room was not dirty. I negotiated with the manager on duty and asked to change the house.The answer is actually: there is no big bed room now, either to change the luxury bed room, but to make up the difference, or it is to change the benchmarking room.I don't know how to do the service industry?Due to his own work errors, it seems that it should be inconvenient to guests, it seems that it should be very straightforward.2. The environment is too noisy. 3. Breakfast can only be described as terrible, or not eat it.Please stay away from everyone!IntersectionIntersection"
1,已评定四星酒店，但房间设施仍略显陈旧，细节上还要保持四星级水准，如一次性拖鞋、牙具的质量，水龙头的质量好象也不太好；服务水平上升很快，听出租司机言，评了四星之后，服务生热情不少，但感觉细节上还要再努力一些，不能只体现在表面，如房间卫生打扫，可以将客人用过的水杯清洗干净，放回原位，会让客人觉得很体贴。总体而言还是很好的，房间视野宽阔，服务生笑脸相迎，价位也不是太高，在仪征市区而言，还是一流的酒店，细节上再努力一下会更好了。,"The four -star hotel has been rated, but the room facilities are still slightly old. The details must be maintained in detail, such as the quality of one -time slippers and dental tools. The quality of the faucet does not seem to be very good;After the leased driver said, after the four stars, the waiter has a lot of enthusiasm, but it feels that the details need to be worked more. It cannot be reflected on the surface. If the room is sanitary cleaning, the water cups used by the guests can be cleaned and put it back to the original original.The position will make the guests feel very considerate.Overall, it is still very good. The room has a wide field of vision, the waiter meets the smile, and the price is not too high. As far as Yizheng City is concerned, it is still a first -class hotel. It will be better to work hard in details."
0,整体感觉很不好，尤其前一晚是从迪士尼乐园酒店出来的，==0但是客观而言，这家酒店绝对达不到四星级的标准，以这么高额的房价，我会期待一个比较好的、干净的房间环境，和比较令人满意的服务。也是由于订房仓促，尽管看了很多人的评语，最后还是忐忑不安的订了这间。说是距离地铁很近，但是过程中有看到一家华美粤海，外表看起来更新、更现代，距地铁站也更近。到达酒店后，前台服务人员十分不热情~~~~~连点笑容都没有，我们一行两人在那条莫名其妙的酒吧街上已经饱受惊吓了==0，到了酒店还要看那些前台的臭脸，不爽！房间有股很奇妙的味道，呃，当然是怪味啦！感觉很陈旧，不管什么卫生间也是像各位所说的，水池是坏的，下水速度很慢，花洒也不好用。打电话给前台提出需要修理，结果前台听不懂国语，于是很“自觉”的把电话转到了英文服务。即使这样，最后也没有人来查看。睡觉的时候，又发现被子还是脏的，黑黑的，心头又是一凉。鉴于要在这样的地方住几个晚上，我们也只好睁一只眼闭一只眼，自欺欺人，安分的住了。第二天在床头柜上放了20港币，所以第二天的卫生比第一天还要好，，，==0建议住在这里的朋友晚上回酒店绕道轩尼诗道，从b出口出来往左，这条街正常多了。所花时间好像比从c出口还要少。总而言之，这个价格对于这间酒店而言，太贵了，不合算反正下次再也不会去这间了！！！！！,"The overall feeling is very bad, especially the night before was from the Disneyland Hotel. == 0, but objectively speaking, this hotel will definitely not meet the four -star standard. With such high house prices, I will look forward to a one.A better, clean room environment, and more satisfactory service.It is also because of the rush of reservation. Although I read a lot of people's comments, I finally booked this restlessly.It is very close to the subway, but in the process, I saw a Chinese and American Yuehai. The appearance looks updated, more modern, and closer to the subway station.After arriving at the hotel, the service staff at the front desk is very enthusiastic ~~~~~ There is no smile. The two of us have been frightened on the inexplicable bar street == 0.Stinky face, unhappy!The room has a wonderful taste, uh, of course, it is strange!It feels very old. No matter what the bathroom is said, the pool is bad, the speed of launching is very slow, and the shower is not easy to use.I called the front desk to propose to repair. As a result, the front desk could not understand Mandarin, so I transferred the phone to English service ""consciously"".Even so, no one came to view in the end.When I was sleeping, I found that the quilt was still dirty, dark, and a cold heart.Given that we have to live in such a place for a few nights, we have to open one eye and close one eye, deceive ourselves, and live in peace.The next day I put 20 Hong Kong dollars on the bedside table, so the next day's sanitation is better than the first day .,,, == 0 I suggest friends who live in here to go back to the hotel to bypass Hennessy and exit from B to the left. ThisThe street is much more normal.It seems that there is less time than exit from C.All in all, this price is too expensive for this hotel. If it is not cost -effective, I won't go here again next time!IntersectionIntersectionIntersectionIntersection"
1,"酒店离火车站不远,打的只要8元。就在金山寺边上，人工湖还和风景区相通，可惜没找到入口，否则省了50元门票，岂不快哉！宾馆环境优美，大堂和5星级有得一拼，到那边中午12点就能入住了。248元的房价，房间在5楼，窗外绿树环绕。设施陈旧了点，也还干净。电视机太差，凤凰台看不清。晚饭在餐厅解决的，味道不错，价格公道，服务员态度很好。第二天早上自助餐品种十几样，特色锅盖面（酱油汤面）现场制作。鸡蛋在7:40分就说没有了，但是服务员还从厨房偷偷拿出来自己吃，领班随便在自助区泡豆浆喝。拜托，当客人真空啊。有待完善之处，总体上感觉值得推荐。","The hotel is not far from the railway station, and only 8 yuan is hit.Just beside Jinshan Temple, the artificial lake is also connected with the scenic area. Unfortunately, no entrance is found, otherwise it will save 50 yuan tickets.The hotel's environment is beautiful, and the lobby and 5 -star level have a fight, and you can stay at 12 noon.The house price of 248 yuan, the room is on the 5th floor, and the green trees outside the window are surrounded by the window.The facilities are old and clean.The TV is too bad, and the Phoenix platform can't see clearly.Dinner is solved in the restaurant. It tastes good, fair, and the waiter attitude is very good.The next morning, there were more than a dozen buffets.The eggs were gone at 7:40, but the waiter secretly took out from the kitchen to eat themselves.Please, be a vacuum.The need to be improved, it is generally recommended."
0,服务员太差，房间很吵，隔音不好，房间味道很重，很一般，不如稀土国际大酒店好，收费有低，还是四星，服务很好，离火车站方便,"The waiter is too bad, the room is very noisy, the sound insulation is not good, the room tastes very heavy, it is very average. It is not as good as the rare earth international hotel, the fee is low, the four -star is good, the service is very good, it is convenient to leave the train station"
1,这个酒店住过很多次的了，商务标间和豪华标间都住过。商务标间洗澡比豪华标间舒服，有个大花洒，不过浴缸都感觉不怎么干净，所以就没有用。酒店服务也不错。足浴的MM也不错，都挺漂亮的。早餐一般，将就着吃吃。酒店不远一条街，算是美食街吧，很多吃的，川菜特别多。总的感觉比临海另外一家四星的要好。,"This hotel has lived many times, and has lived in business bids and luxury standard rooms.Bathing in business standard rooms is more comfortable than luxury standards. There is a big shower, but the bathtub feels not very clean, so it is useless.The hotel service is also good.The MM of the foot bath is also good, it is pretty.Breakfast is average, and it will eat.The hotel is not far away. It is a food street. Many of them eat a lot of Sichuan cuisine.The general feeling is better than the other four -star of Linhai."
