label,review,translated_review
1,非常不错的酒店，虽然不是在处在市中心，但是离钟楼、鼓楼不远，出租车起步价即可，或者可以坐公车606路，车站就在酒店对面。酒店环境不错，房间很干净，工作人员服务也比较好。,"The very good hotel, although not in the center of the city, is not far from the bell tower and Drum Tower. The starting price of the taxi is sufficient, or you can take the bus 606, and the station is opposite the hotel.The hotel environment is good, the room is clean, and the staff service is better."
1,协程价格比较好。下次出差还会住这里。房间还不错。,The coroutine price is better.I will live here next time.The room is not bad.
1,位置好，早餐丰富，上网很快。只是不再是万豪管理的了，希望服务水平不会下降,"The location is good, the breakfast is rich, and the Internet is fast.It's just that it is no longer managed by Marriott, I hope the service level will not decrease"
1,1、地理位置和环境不错2、早餐也还可以3、服务不错，特别是室内游泳池设施比较舒服4、房间比较陈旧了，特别是拖鞋太薄，不像个四星Hotel,"1. Good geographical location and environment. 2. Breakfast can also be good. The service is good, especially the indoor swimming pool facilities are more comfortable. 4. The room is old, especially the slippers are too thin, not like a four -star Hotel"
1,位置很好，市中心，房间可以见到半岛、江面，餐饮（旋转餐厅）非常好。宾馆反馈2008年8月7日：非常感谢您对我酒店的支持和厚爱，柳州宾馆致力打造柳州性价比最高的酒店。我宾馆按五星级标准装修的24-26楼高层观景客房即将竣工，期待您的光临！！,"The location is very good. In the city center, the room can be seen in the peninsula and the river. The catering (rotating restaurant) is very good.Hotel feedback on August 7, 2008: Thank you very much for your support and love for our hotel. Liuzhou Hotel is committed to creating the most cost -effective hotel in Liuzhou.The high-rise viewing room of the 24-26 floor of our hotel according to the five-star standard decoration is about to be completed. Looking forward to your visit!Intersection"
1,"已经是第二次入住这家酒店了,感觉上还是第一次住的面对柳江的房间景观比较好,不过这次来酒店前面的路已经修好了,交通很方便.酒店的服务员依然一如既往的微笑服务,特别推荐一下30楼的旋转餐厅,夜幕降临时分来这里用餐,看柳江两岸的景色很美.不过这家酒店不适合打长途电话,1.8元/分钟,是我住过的电话费收费最高的一家.宾馆反馈2008年8月7日：非常感谢您对我酒店的支持和厚爱，柳州宾馆致力打造柳州性价比最高的酒店。我宾馆按五星级标准装修的24-26楼高层观景客房即将竣工，期待您的光临！！","It is the second time to stay in this hotel. It is the first time I still live in the room landscape of Liujiang. However, the road in front of the hotel has been repaired this time, and the traffic is very convenient.Smile service, especially recommend the rotating restaurant on the 30th floor. The night is divided into dinner here. It is beautiful to watch the scenery on both sides of Liujiang. However, this hotel is not suitable for long -distance calls, 1.8 yuan/minute.The highest one. Hotel feedback on August 7, 2008: Thank you very much for your support and love for our hotel. Liuzhou Hotel is committed to creating the most cost -effective hotel in Liuzhou.The high-rise viewing room of the 24-26 floor of our hotel according to the five-star standard decoration is about to be completed. Looking forward to your visit!Intersection"
1,去柳州还算不错的选择。周围挺热闹的，书店，步行街...服务很好，房间也还可以。就是卫生间太小了，还有早餐太一般了。反正去柳州算是个OK。宾馆反馈2008年7月31日：您的意见我们已向西餐厅做了反馈，自助早餐的品种已做了调整，相信能让您满意。柳州宾馆地处柳州市的商业中心，吃，住，行，游，购，娱十分便利，是您来柳州出差，旅游的首选之所！！,"It's a good choice to go to Liuzhou.The surroundings are very lively, bookstores, pedestrian streets ... the service is very good, the room is okay.The bathroom is too small, and the breakfast is too average.It's OK to go to Liuzhou anyway.Hotel feedback on July 31, 2008: Your opinion has given feedback to the Western Restaurant. The variety of buffet breakfast has been adjusted. I believe you can satisfy you.Liuzhou Hotel is located in the business center of Liuzhou City. It is very convenient to eat, live, live, travel, travel, purchase, and entertainment. It is the first choice for you to come to Liuzhou on a business trip!Intersection"
1,"还是柳州性价比最好的酒店之一,酒店规模与客房品质都很说得过去,地理位置也好的.基本接近四星水准了.宾馆反馈2008年7月31日：非常感谢您对我酒店的支持和厚爱，柳州宾馆致力打造柳州性价比最高的酒店。我宾馆按五星级标准装修的24-26楼高层观景客房即将竣工，期待您的光临！！","It is still one of the best cost -effective hotels in Liuzhou. The hotel size and the quality of the guest rooms are very good, and the geographical location is good. Basically, it is close to the four -star level. Hotel feedback on July 31, 2008: Thank you very much for your support and your hotel's support and your hotelIn love, Liuzhou Hotel is committed to creating the most cost -effective hotel in Liuzhou.The high-rise viewing room of the 24-26 floor of our hotel according to the five-star standard decoration is about to be completed. Looking forward to your visit!Intersection"
1,"我在上海几天里住的最好的一个酒店,同为四星级,整体感觉是最有品质的,订房台给的是转角的2715房,非常舒服,儿子玩得非常高兴,但酒店的服务人员态度比较冷漠,对待内外宾还是有区别的,同样拦出租车,门僮居然对我说,请让我们的客人,我回头一看是一对外国人,同住这家酒店,难道我不是客人?出于礼貌我让了,但心里很不舒服,希望携程的价格能更低点,","The best hotel I lived in Shanghai for a few days is the same four -star. The overall feeling is the most quality. The booking station gives the corner 2715 room. It is very comfortable and my son is very happy, but the hotel’sThe attitude of the service staff is relatively indifferent, and there is still a difference between the guests inside and outside. The same stops to the taxi. The door boy actually told me, please let our guests, I look back at a foreigner, staying with this hotel, is it me?It's not a guest? I gave it out of politeness, but I was very uncomfortable. I hope the price of Ctrip can be lower."
1,服务员态度等都不错，如果有定餐送餐服务就更完美了！,"The attitude of the waiter is good. If there is a meal delivery service, it will be more perfect!"
1,房间面积太大，导致小功率空调制冷制热效果差，另外床与电视相距较远，观看起来相对比较费劲。,"The area of the room is too large, resulting in a poor cooling and heat -cooling effect of low -power air -conditioning. In addition, the bed is far from the TV, and it is relatively strenuous to watch."
1,房间环境不错，前台礼貌服务也很到位，好评！,"The room environment is good, and polite service at the front desk is also in place, praise!"
1,第一次在网上定酒店，价格是428元，感觉房间比较差，以前来乌市每次都是以朋友公司的名义订房，价格很优惠，这次是自己定的，现在是淡季，我定的428元的房间朋友定只需要320元就够了......,"The first time I set up a hotel on the Internet, the price was 428 yuan, and I felt that the room was relatively poor. I used to book a house in the name of a friend company. The price was very favorable. This time it was determined by myself.A 428 -yuan room friend must only need 320 yuan ..."
1,"交通方便,去南京步行街是上选.但是餐厅的营业时间(尤其是中餐厅)有些不便,中午二点半到已经没有午餐了.要知道,这家的中餐是小有名气的.","It is convenient for transportation. It is a choice to go to Nanjing Pedestrian Street. However, the restaurant's business hours (especially Chinese restaurants) are inconvenient. There is no lunch at 2:30 noon. You know, this Chinese food is a little famous."
1,这个宾馆在沿海城市可能也就是三星级到四星级的标准，但是在酒泉这样的小城市，也算是很不错的了，当然价格也不便宜，宾馆的设施还比较新，房间也比较大，服务员也很热情，就是水平还有待进一步提高吧。总体上，在酒泉是最好的了,"This hotel may be the standard of Samsung to four -star in coastal cities, but in small cities such as Jiuquan, it is also very good. Of courseThe waiter is also very enthusiastic, that is, the level needs to be further improved.Overall, Jiuquan is the best"
1,替两个同事订的，比较满意，但觉得价格偏高，在这样的西部小城市像这样的宾馆300-350元含早比较合理。,"I booked for two colleagues, which is more satisfied, but I feel that the price is high. It is more reasonable to have 300-350 yuan in such hotels such as small cities in the west."
1,除了停车不是很方便，其他的都还不错的，服务质量也很高，市中心的环境也很吸引人，还不错的！,"In addition to parking, not very convenient, everything else is good, the service quality is also very high, the environment in the city center is also very attractive, pretty good!"
1,"房间可以,特别的套房,非常不错,就是餐厅太脏了,早餐搞得没胃口,","The room is fine, a special suite, very good, the restaurant is too dirty, and the breakfast has no appetite."
1,服务不错，服务员态度也很友善。最赞的是房间够大。。写字台的布局很好。交通也很方便，周围也很热闹，步行10分钟到中闽百汇顶楼的大排挡吃饭，很便宜。味道也不错。唯一不足就是早餐收得有点早。,"The service is good, and the waiter attitude is also very friendly.The best thing is that the room is big enough.EssenceThe layout of the writing desk is very good.The transportation is also very convenient, and it is very lively. Walking for 10 minutes to eat in the row of the top floor of Zhongminbaihui, it is very cheap.The taste is also good.The only deficiency is that breakfast is a bit early."
1,酒店的位置很方便，小套房的房间比较宽敞和舒适，住酒店停车过夜要收费40元。,The location of the hotel is very convenient. The room of the small suite is relatively spacious and comfortable. It costs 40 yuan to stay overnight to stay in the hotel.
1,"1.预定标准间，抵达后，由于没有房间，免费升级到套房。赞一个2.房间很安静3.位于郑州比较靠西的位置，如果主要在东部活动，需要考虑交通问题。免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved.","1. Booking standard room. After arriving, because there is no room, it will be upgraded to the suite for free.Praise one 2. The room is very quiet. 3. It is located in Zhengzhou more west. If it is mainly in the Eastern, you need to consider traffic issues.Free registered website navigation hotel index service description About Ctrip, the advertising business of Ctrip, contact us Copyright1999-2008, ctrip.com.allrightsReserved."
1,总的来说很满意。距离市中心稍微有点儿远，房间干净，整洁。我住的大床房，面积稍小。服务很好，帮我免费洗了内衣，每天送水果（2个香蕉加2个苹果），服务员很有礼貌。缺点是早餐不丰富，1楼的餐厅价格太高。,"Generally speaking, I am very satisfied.A little far from the city center, the room is clean and clean.The big bed room I live is slightly smaller.The service is very good. I helped me wash my underwear for free. Send fruits every day (2 bananas and 2 apples). The waiter is very polite.The disadvantage is that breakfast is not rich, and the price of restaurants on the first floor is too high."
1,"总的来说,比较干净,而且地理位置很好,市区繁华地段.进出方便.","In general, it is relatively clean and the geographical location is very good."
